,Title,Abstract
781,Strategies to minimise the incidence of suicide and suicidal behaviour,"This resource sheet provides a review of policies and programs that aim to prevent suicide and suicidal behaviour. Suicidal behaviour refers to actions that can result in death, such as taking an overdose or deliberately crashing a car. The scope of this resource sheet does not include self-injury that is part of the cultural grieving process (‘sorry business’).

While it is known that high levels of mental health and wellbeing decrease the risk of suicide, programs to promote mental health and wellbeing are also not considered in this resource sheet, as they are the subject of a separate resource sheet Strategies and practices for promoting the social and emotional wellbeing of Aboriginal and Torres Strait Islander people. Effective mental health promotion programs include cultural healing programs, culturally appropriate mental health services and the Indigenous Hip Hop program. Also important are Indigenous adaptations of effective mainstream programs such as the Resourceful Adolescent Program, MindMatters (a mental health promotion program for secondary schools) and the Triple P-Positive Parenting Program.

Suicide is strongly associated with the use of alcohol and other drugs. Strategies to reduce alcohol and other drug-related harm are also not included as they are the subject of a separate resource sheet Reducing alcohol and other drug related harm.

This resource sheet considers suicide prevention policies and programs that have been implemented in both remote and non-remote parts of Australia and internationally. It assesses their strengths and limitations and their actual, or likely, effectiveness in relation to Indigenous Australians"
782,The impact of Indigenous community sports programs: the case of surfing,"The objective of this research project was to consider the social impact of sport and physical activity on the lives of Indigenous Australians and their communities. There has been strong research interest in the links between sport and recreation programs and various health and social outcomes and a well-established body of literature exists on the use of sport to address social issues in mainstream society. The consensus is that physical activity is an important contributor to health for all people. While there is strong research interest, what remains unclear is the value and impact of sport and physical activity on Indigenous communities.Indigenous groups cannot be considered to be homogenous as there is much diversity between and within groups. It is therefore important this report is not viewed as taking an essentialist view of who Indigenous people are and how they develop. Rather, this paper attempts to describe and discuss the experiences of some individuals and their communities in site-specific surfing programs.The results of this project indicate that surfing should continue to be considered as an appropriate sport for use with Indigenous communities.It should be noted, however, that any program needs to take into consideration the diversity of Indigenous culture, how communities operate and should seek appropriate guidance.While there was great variety in terms of how surf programs in this study operated, there were some common elements across all programs including: strict surfer-to-coach ratios, opt-in opt-out structures and avoidance of controlling coach behaviours.In addition to these characteristics, quality programs also had consistency in personnel (small groups rather than single providers).This research project provided experience and information to develop recommendations relating to future similar programs including:Programs should be supported in longer term allotments Programs should collect meaningful data (well-constructed interview and survey protocols) over and above simple participation statistics To achieve meaningful outcomes, programs need continuity and should not be one-offs As transport costs represent the greatest barrier to participation in programs and surfing as a lifestyle pursuit, programs should consider the transport options most suitable for their area. Individuals who participated in the research highlighted that it can take a long time for the effects of programs to be felt. As a result, longitudinal tracking by program providers is required to provide ongoing evidence in support of programs. Funding to programs should also be sought across longer time frames to provide a greater platform to generate positive outcomes.Through this research it was possible to identify the development of individual and organisational capacity. In both areas, however, these capacities were not automatically enhanced. Careful planning and strong encouragement and support from program providers were required"
783,Changing the way we think about change: shifting boundaries changing lives,"The 2012 Australian and New Zealand Critical Criminology Conference was held in Hobart over two days from 12 - 13 July. &nbsp; This conference was organised around the theme of ‘Changing the Way We Think about Change – Shifting Boundaries, Changing Lives’. There were five general plenaries, including speakers from Australia, Canada, the United Kingdom, France and the United States, and the conference featured early career as well as experienced researchers. The plenaries included sessions on gender and imprisonment; the pursuit of truth and justice; Indigenous legal needs and justice reinvestment; policing and vulnerability; and migration and global security issues. This publication provides a sample of some of the presentations delivered at the 2012 Critical Criminology Conference"
784,Measuring mental health in criminology research: Lessons from the Drug Use Monitoring in Australia program,"Poor mental health among people in the Australian criminal justice  system is increasingly being identified and targeted for remediation.  This is evidenced by Australian and international governments  establishing specialist services for prisoners with mental disorders  such as forensic hospitals, forensic units within prisons and specialist  drug treatment programs within correctional environments (eg Birgden  &amp; Grant 2010; Justice Health &amp; Forensic Mental Health Network  2011). Drug courts, mental health courts, court liaison services and  pre-court diversion schemes for drug addicted or mentally ill offenders  are also increasingly being established to divert mentally disordered  and/or substance dependent offenders away from the criminal justice  system and towards treatment (Justice Health &amp; Forensic Mental  Health Network 2011; Payne 2006; Richardson 2008). This focus by the criminal justice system on addiction and  mental health stems from evidence indicating that these factors may be  related to offending behaviour and rehabilitation prospects (Andrews  &amp; Bonta 2010; Day &amp; Howells 2008). The link between illicit drug  use and criminal offending has been well established (Andrews &amp;  Bonta 2010; Bradford &amp; Payne 2012; Kinner et al. 2009) and evidence  also suggests a relationship between mental disorders and illicit drug  use (Degenhardt 2008; Frisher et al. 2005; Marsh 2008; Mattick &amp;  O’Brien 2008). However, the findings regarding a relationship between  mental disorders and offending behaviour are varied (Andrews &amp; Bonta  2010), with some studies suggesting that the relationship is not a  direct one but rather, may be mediated by substance abuse (Elbogen &amp;  Johnson 2009; Fazel et al. 2009). While it is arguable that mental disorders play a causal role  in offending behaviour, studies have identified that imprisoned  offenders experience poor mental health (AIHW 2012; Butler &amp; Allnutt  2003; Fazel &amp; Danesh 2002). It is also widely accepted that  offenders who are mentally ill are less able to respond to offender  rehabilitation programs (Andrews &amp; Bonta 2010), thereby making  mental health treatment important not only on humanitarian grounds but  also to give offender rehabilitation programs the best possible chance  of success. It is important to note that prisoners constitute a minority  of offenders, as most people who appear in court are not given a  custodial sentence (BOCSAR 2012), however recent studies of police  detainees suggest that alleged offenders (ie those not yet brought  before the courts) may also experience poor mental health at the time of  their arrest (Baksheev, Ogloff &amp; Thomas 2010; Forsythe &amp;  Gaffney 2012; Heffernan et al. 2003). One issue that has been  highlighted by such studies is the challenge of accurately measuring  mental health among people who are detained for short periods of time in  police cells or watchhouses.This report is focused on describing and discussing the process and  challenges inherent in measuring mental health concerns among alleged  offenders in police custody. This is, in part, informed by the author’s  experience as the Site Manager responsible for DUMA data collection in  New South Wales from 1999–2010; a role that included evaluating and  improving the mental health information collected as part of the DUMA  program"
785,The state of environmental migration 2011,"The State of Environmental Migration 2011 is the second of an annual series, which aims to provide the reader with regularly-updated assessments on the changing nature and dynamics of environmental migration throughout the world. Written by students of the Paris School of International Affairs (PSIA) of Sciences Po, this volume\u27s case studies analyze the migration flows that were induced by some of the most dramatic events of 2011—both sudden disasters and slow-onset events. IDDRI and IOM have initiated, supervised and edited the volume"
786,A spatial vulnerability analysis of urban populations during extreme heat events in Australian capital cities,"Extreme heat events pose a risk to the health of all individuals, especially the elderly and the chronically ill, and are associated with an increased demand for healthcare services.

In order to address this problem, policy makers need information about temperatures above which mortality and morbidity of the exposed population is likely to increase, where the vulnerable groups in the community are located, and how the risks from extreme heat events are likely to change in the future.&nbsp;

This study identified threshold temperatures for all Australian capital cities, developed a spatial index of population vulnerability, and used climate model output to predict changes in the number of days exceeding temperature thresholds in the future, as well as changes in risk related to changes in urban density and an ageing population.&nbsp;

The study has shown that daily maximum and minimum temperatures from the Bureau of Meteorology forecasts can be used to calculate temperature thresholds for heat alert days. The key risk factors related to adverse health outcomes were found to be areas with intense urban heat islands, areas with higher proportions of older people, and areas with ethnic communities.&nbsp;

Maps of spatial vulnerability have been developed to provide information to assist emergency managers, healthcare professionals, and ancillary services develop heatwave preparedness plans at a local scale that target vulnerable groups and address heat-related health risks. The numbers of days exceeding current heat thresholds are predicted to increase over the next 20 to 40 years in all Australian capital cities.

Authors: Margaret E. Loughnan, Nigel J. Tapper, Thu Phan, Kellie Lynch, Judith A. McInne"
787,"Service and support requirements of people with younger onset dementia and their families final report, August, 2012","In 2011, Alzheimer’s Australia NSW (AlzNSW) was engaged by Ageing, Disability and Home Care  (ADHC) to research the service and support requirements of people with younger onset dementia and  their families in New South Wales. AlzNSW partnered with the Social Policy Research Centre (SPRC)  and UnitingCare Ageing to conduct the research.
This report outlines the methods, findings and policy  implications of the research. Dementia is a major cause of disability amongst older people and some younger people aged under  65 years, causing ‘progressive change and degeneration in cognitive mental functions, such as  memory, language, rational thinking and social skills, as well as behaviour, emotion and personality’  (Mocellin, Scholes and Velakoulis, 2008:1). Younger onset dementia is defined as dementia which  occurs before the age of 65 years and under 50 years for Aboriginal people.
&nbsp;
*Other authors -&nbsp;Ariella Meltzer, Karen R Fisher, Denise Thompson and Robyn Fain"
788,Australian child health and air pollution study (ACHAPS) final report,"This report looks into the long and short term health effects of air pollution on Australian children.
The study aims were to:


provide an evidence base of long-term and short-term health effects of air pollutants in  Australian children that will  contribute to the review of National Environment  Protection (Ambient Air Quality) Measure (NEPM) standards &nbsp;
obtain quantitative effect estimates for the association between children’s historical  lifetime exposure to the criteria air pollutants contained in the NEPM (O3, PM10, PM2.5,  NO2, CO, SO2
obtain quantitative estimates of the prospective day-to-day association between the  criteria air pollutants and (a) incidence of respiratory symptoms, and (b) lung function  in school children with a history of asthma, aged 7–11 years at baseline ) and (a) the period prevalence of adverse health outcomes such as  respiratory symptoms (asthma, cough and wheeze), and (b) lung function
&nbsp;determine whether any effects are modified by other factors, such as socio-economic  disadvantage, geographical area, sex, activity patterns and obesity"
789,Effective interventions for working with young people who are homeless or at risk of homelessness,"This literature review was commissioned by the Commonwealth Department of Families, Housing, Community  Services and Indigenous Affairs (FaHCSIA). The aim of the review is to assess the current state of evidence  about what interventions are most effective in working with young people who are homeless or at risk of  homelessness.
This literature review was produced in order to inform a broader project that identifies the range  of interventions and strategies that are applied by Reconnect services and situates these practices within the  existing evidence base (see separate report, Reconnect: working with young people who are homeless or at risk  of homelessness).  Reconnect is a community-based early intervention program for young people who are homeless or at risk of  homelessness. It was established in 1998 as an early intervention response to youth homelessness. Reconnect  uses early intervention strategies to help young people to stabilise and improve their housing, achieve family  reconciliation, and improve their level of engagement with work, education, training and community.
FaHCSIA funds Reconnect services to deliver services to young people aged 12–18 years (newly arrived young  people 12–21 years) who are homeless or at risk of homelessness, and their families. Some Reconnect services  focus on working with specific population groups, for example: Indigenous young people (Aboriginal or Torres  Strait Islander people); young people experiencing mental health issues; and newly arrived young people. This review is guided by the key research question: ‘what are effective intervention strategies for working with  young people who are homeless or at risk of homelessness?’ The literature review begins with a brief overview of  youth homelessness as an issue of concern, its identified relevant risk and protective factors, and the relevance  of early intervention. It then outlines the strategy for undertaking this literature review and presents the findings  of the review"
790,Aboriginal and Torres Strait Islander health performance framework 2012 report,"The Aboriginal and Torres Strait Islander Health Performance Framework looks at the health of Aboriginal and Torres Strait Islander peoples, which is improving for a number of measures, although there remain many areas where further concerted effort will be needed to achieve improvements in health outcomes. The HPF was designed to measure the impact of the National Strategic Framework for Aboriginal and Torres Strait Islander Health (NSFATSIH) and will be an important tool for developing the new National Aboriginal and Torres Strait Islander Health Plan. The HPF monitors progress in Aboriginal and Torres Strait Islander health outcomes, health system performance and the broader determinants of health.

The health of Aboriginal and Torres Strait Islander peoples is improving for a number of measures, although there remain many areas where further concerted effort will be needed to achieve improvements in health outcomes.

&nbsp;

Image: Report Cove"
791,Views of young people in residential care survey: Responding to trauma and attachment needs in residential care,"This paper aims to contribute to the task of evaluating Queensland’s efforts to cultivate trauma and attachment informed residential care environments. This is achieved, firstly, by identifying broad therapeutic goals and core therapeutic tasks of trauma and attachment informed residential care based on an examination of the theoretical and research literature. The paper then considers evidence from a valuable contemporary source of information about the quality of therapeutic practice in Queensland residential care – the 2011 Views of Young People in Residential Care Survey.

This survey investigates young people’s observations and perceptions of the care environment and aspects of their personal wellbeing relevant to two core therapeutic tasks – building therapeutic caring relationships with young people and creating sanctuary in the care environment"
792,The least developed countries report 2012,"The uncertain global economic recovery and the worsening Eurozone crisis continue to undermine those factors  that enabled the least developed countries (LDCs) as a group to attain higher growth rates between 2002 and 2008.  Despite seeing real gross domestic product (GDP) grow slightly faster in 2010, the group as a whole performed less  favourably in 2011, signalling challenges ahead. Indeed, with the world’s attention focused on Europe, there is a  danger that the international community may lose sight of the fact that in recent years, LDCs have been most affected  by inancial crises caused by other countries. 
With less diversiied economies, LDCs have neither the reserves nor  the resources needed to cushion their economies and adjust easily to negative shocks. Furthermore, if another global  downturn hurts the growth prospects of emerging economies, LDCs, as major commodity exporters, will be directly  affected. Therefore, LDCs require increased external assistance to better protect their economies against external  shocks and help them manage volatilit"
793,Evaluating drug law enforcement interventions directed towards methamphetamine in Australia,"This report presents a preliminary analysis comparing the costs and impacts different types of law enforcement have on methamphetamine use.
Methamphetamine belongs in the class of stimulant drugs referred to as Amphetamine Type Stimulants (ATS). The category of ATS includes ecstasy, amphetamine and methamphetamine. This research project concerned itself with the amphetamine and methamphetamine class and excluded ecstasy (and henceforth we use the generic term methamphetamine). In Australia, methamphetamine is available in three forms—powder, base and crystal. Methamphetamine is associated with significant harms and is an important drug policy priority. The National Amphetamine-Type Stimulants Strategy (2008–2011) articulates the following priority areas in relation to methamphetamine:

improve community awareness and understanding of amphetamine-type stimulant use and related problems; 
reduce the supply of amphetamine-type stimulants; 
develop specific strategies to prevent and reduce amphetamine type stimulant use; and 
develop organisational and system capacity to prevent and respond to amphetamine-type stimulant problems 

This research concerns the second priority area—reducing the supply of methamphetamine. The specific aims of the research were twofold:

to provide a rich description of the Australian methamphetamine supply chains in order to inform drug law enforcement interventions; and 
to conduct an initial economic evaluation comparing law enforcement interventions directed at the methamphetamine market. 

The work focused on the methamphetamine market(s) and supply chains in Australia above the retail level. Previous research has examined retail methamphetamine markets in Australia.
Governments and policymakers are interested in determining which interventions are more or less effective than others, such that the scarce funding resources can be allocated in the most efficient manner possible. There is scant research available to law enforcement to guide such decisions. The main impediments to such research are the fundamental methodological challenges inherent in such an undertaking. This project is an attempt to conduct a preliminary analysis comparing the costs and impacts of different types of law enforcement. It is a ground-breaking study as this has not been previously attempted and it should be seen as the initial development of a methodological approach that can be improved upon with subsequent research. The project aimed to determine the relative cost-to-impact ratios of different law enforcement strategies aimed at reducing methamphetamine production and distribution. In an environment focused on efficiency in resource allocation, it is hoped that this research will provide the impetus for further research on the effectiveness of drug law enforcement. As the results of such research accumulate, it is hoped that policymakers will be able to use the information to improve decision making on law enforcement investment"
794,Turn down the heat,"This report provides a snapshot of recent scientific literature and new analyses of likely impacts and risks that would be associated with a 4° Celsius warming within this century.&nbsp; It is a rigorous attempt to outline a range of risks, focusing on developing countries and especially the poor. A 4°C world would be one of unprecedented heat waves, severe drought, and major floods in many regions, with serious impacts on ecosystems and associated services.&nbsp;But with action, a 4°C world can be avoided and we can likely hold warming below 2°C.
Without further commitments and action to reduce greenhouse gas emissions, the world is likely to warm by more than 3°C above the preindustrial climate. Even with the current mitigation commitments and pledges fully implemented, there is roughly a 20 percent likelihood of exceeding 4°C by 2100.
If they are not met, a warming of 4°C could occur as early as the 2060s. Such a warming level and associated sea-level rise of 0.5 to 1 meter, or more, by 2100 would not be the end point: a further warming to levels over 6°C, with several meters of sea-level rise, would likely occur over the following centuries"
795,Survey analysis for Indigenous policy in Australia,"Indigenous policy is a complex domain  motivated by a range of social, cultural, political and economic issues.  The Council of Australian Governments ‘closing the gaps’ agenda for  addressing Indigenous disadvantage in Australia now includes six targets  with well defined and measurable outcomes for policy action. In this  context there is a continuing and pressing need for robust debate to  understand how meaningful improvement in Indigenous outcomes might be  achieved.
This monograph presents the  peer-reviewed proceedings of the 2011 CAEPR/ABS conference on ‘Social  Science Perspectives on the 2008 National and Aboriginal Torres Strait  Islander Social Survey’. It is the fourth CAEPR monograph since 1992 to  reflect on national surveys of Indigenous Australians. The conference  covered topics including child development, crime and justice, culture,  wellbeing, the customary economy, demography, education, employment,  fertility, health, housing, income and financial stress, mobility,  poverty, social exclusion, and substance abuse. The papers summarise the  strengths and limitations of the 2008 NATSISS, discuss the types of  policy-relevant questions it can inform, and consider future survey  design.
A social survey such as the NATSISS can  ultimately never tell those responsible for developing public policy  what to do, but it can provide useful information to inform policy  decisions. This volume will be useful for researchers and policy makers,  and relevant to the wider national debate and, in particular,  Indigenous communities and organisations"
796,Situating women: gender politics and circumstance in Fiji,"Since the time of decolonisation in Fiji, women’s organisations have  navigated a complex political terrain. While they have stayed true to  the aim of advancing women’s status, their work has been buffeted by  national political upheavals and changing global and regional directions  in development policy-making.
This book documents how women activists  have understood and responded to these challenges.&nbsp; It is the first book  to write women into Fiji’s postcolonial history, providing a detailed  historical account of that country’s gender politics across four  tumultuous decades.&nbsp; It is also the first to examine the ‘situated’  nature of gender advocacy in the Pacific Islands more broadly. It does  this by analysing trends in activity, from women’s radical and  provocative activism of the 1960s to a more self-evaluative and  reflexive mood of engagement in later decades, showing how interplaying  global and local factors can shape women’s understandings of gender  justice and their pursuit of that goal"
797,Flying academics – examining short-term international teaching assignments impact on academics’ career success and work-life balance,"This thesis explores the views and experiences of academics involved in  short-term international teaching assignments and the specific  strategies employed by universities to manage and support their career  success and work-life balance.
Accordingly, this thesis examines the  challenges faced, and the type and quality of support that might be  deemed as appropriate for academics. The present thesis involves two  interrelated studies (Study 1 &amp; Study 2), utilizing a sequential  exploratory design characterized by a qualitative investigation prior to  quantitative data collection and analysis.
Study 1 demonstrates the  inter relationships between perceived organisational support, career  success, and work-life balance; explicating why these relationships are  important for academics engaged in short-term international teaching  assignments.
Study 2 extends the proposed model formulated in Study 1,  aiming to prioritize support factors involved in short-term  international teaching assignments.
Specifically, findings suggest that  academics who perceive their organisation as career-supportive  experience enhanced levels of career satisfaction and career  development. Findings also suggest that employees’ career success appear  to be related strongly to work-life balance. These findings point to  the all-round benefits that can result when universities reward their  academics and capitalize on their offshore teaching experience. Such  affirmative action would appear to acknowledge offshore teaching  experience as being both important and integral to academics’ career  development"
798,Legal Australia-wide survey: legal need in Victoria,"This survey provides the first comprehensive quantitative assessment across Australia of an extensive range of legal needs on a representative sample of the population.
It examines the nature of legal problems, the pathways to their resolution, and the demographic groups that struggle with the weight of their legal problems.
The present report is one in a series of nine reports that provides the initial findings of a national survey of legal needs — the LAW Survey. The series consists of a report on Australia as a whole and a report on each state/territory.
The LAW Survey deals with key questions that go to the heart of understanding the legal and access to justice needs of the community, and how to address these needs. It assesses the prevalence of legal problems across the community, and the vulnerability of different demographic groups to different types of legal problems. It examines the various adverse consequences that can accompany legal problems, as well as the responses people take when faced with legal problems and the outcomes they achieve.
Significantly, incorporating 20 716 interviews across Australia, the LAW Survey is the largest legal needs survey to date conducted anywhere in the world. It provides an unrivalled dataset for the ongoing investigation of the types of legal problems that are often captured by smaller surveys in insufficient numbers for meaningful analysis, such as rare legal problems and the legal problems experienced by minority demographic groups.
The report series brings together the results of the detailed analysis of the data from the LAW Survey with the most up-to-date review of the leading legal needs research internationally and in Australia. Not surprisingly, there are many consistencies — and some differences — across time and across jurisdictions"
799,The role of alcohol in crime and disorder,"Looking into the Australian culture of drinking and the correlations it has with crime numbers.
Four out of five Australians aged over 14 years report being recent drinkers and one in five report drinking seven or more drinks on a single occasion at least monthly.&nbsp;1 Two-thirds (61 per cent) of 18–29-year-olds report consuming alcohol for the purpose of getting drunk.2 The annual cost of alcohol-related harm in Australia is estimated between $15.63 and $36 billion,4 depending on the model used and whether harm to others is included in the model.
The personal cost of alcohol-related trauma to many individuals is overwhelming.4 Virtually every type of alcohol-related harm is on the rise in Australia.5 This report provides a review of the literature and statistics related to alcohol consumption and crime and disorder in Australia and Victoria. This paper is part of a ‘suite’ of resources for government (local, state and federal), the justice sector, health professionals and associated agencies. It offers an overview of proven and promising strategies for reducing alcohol-influenced crime and disorder"
800,Addressing uncomfortable issues: the role of White health professionals in Aboriginal health,"This research investigated the role of  White health professionals in addressing Aboriginal health in South  Australia.&nbsp;Set within the discipline of nutrition and dietetics and the area of obesity prevention, it explored the practice of White health professionals from the point of view of Aboriginal and White workers.
This research, currently in the form of an unpublished Doctor of Philosophy thesis, arose from practice dilemmas the author experienced as a dietitian  working in rural and remote South Australia.
The setting for this  research was the eat well be active Community Programs, a  community-based, childhood obesity prevention program in South  Australia. In order to conduct ethical research, the author worked closely with  Aboriginal community members and workers, through building and  maintaining relationships and activities of reciprocity.
This research is  positioned in a social constructionist epistemology and uses a critical  theoretical approach. Critical social research and reflexivity are the  methodological approaches. The kept a reflexive journal and conducted 41  semi-structured interviews with White health professionals and  Aboriginal health workers and one focus group with White health  professionals; all of which formed the data for this research.
This research identified that there are a number of elements to the  practice of White health professionals that make it ideal when they are  working with Aboriginal communities. However, such ideal practice does  not always occur and this research sought to identify why. The  organisation, profession and individual were identified as systems  within the wider system of Aboriginal health.
Within these systems, the author identified structures (rules and resources) that either constrain or  enable the practice of White health professionals with Aboriginal  people. While many White health professionals focussed on external  factors that constrained their practice, this thesis identifies the role of  individuals in creating and maintaining barriers and enablers, thus  highlighting their agency. It was also identified that White health  professionals progress through a number of stages in their work in  Aboriginal health, from not knowing how, to being scared, to finding it  too hard and ultimately being able to practice regardless of barriers.
In summary, this research identified that moving forward in Aboriginal  health requires White health professionals to look at themselves, which  generally requires them to address uncomfortable issues"
801,Sustained home visiting for vulnerable families and children: a literature review of effective programs,"Parenting young children has become a more complex and stressful business, especially for those families in our community with the least resources (Grose, 2006; Hayes et al, 2010; Poole, 2004; Richardson &amp; Prior, 2005; Trask, 2010). A widening gap exists between families that function well and those that are vulnerable. The paradox of service delivery for children and families is that vulnerable families – that is, those families with the greatest needs – are also the least likely to be able to access those services (Ghate &amp; Hazel, 2002; Fram, 2003). A range of barriers exist for vulnerable and at risk families in making use of services (Carbone et al, 2004).

One of the key barriers to vulnerable families accessing services is that many find it difficult to relate to the formal service system and are easily alienated by practices others find acceptable. Research regarding parents’ experiences of support services suggests that parents want services where they are simultaneously cared for and enabled in their role as parents, and to receive services characterised by empathy, competence, functionality, respect, flexibility and honesty (Attide-Stirling et al, 2001; Winkworth et al, 2009). Vulnerable parents fear a loss of autonomy in their interactions with support services and want services that are non-judgemental and that provide continuity of care (Ghate &amp; Hazel, 2002; von Bultzingslowen, 2006).

In addition to the barriers faced by vulnerable and marginalised families in accessing services, the system does not work in an integrated or coherent fashion to ensure that all children and families needing support receive it. Furthermore, the vast majority of services for children and families in Australia do not have an outreach function, that is, a means of engaging these vulnerable and at risk families who are in need of support but use services inconsistently or not at all. In short, the service system was not designed to meet the needs of vulnerable families within the context of a rapidly changing social and economic climate. Therefore, many families requiring support are not receiving it.

A research collaboration between the Australian Research Alliance for Children and Youth (ARACY), the Centre for Health Equity Research and Evaluation (CHETRE) and the Centre for Community Child Health (CCCH"
802,"Targeting brain, body and heart for cognitive health and dementia prevention","This report looks into the current research regarding dementia and&nbsp;Alzheimer\u27s disease prevention and offers ideas for possible future solutions.&nbsp;Prevention of dementia is the ultimate aim of a large, albeit under resourced, international research effort. The success of this effort would have enormous benefits for millions of people and save billions of dollars in health care costs. Conversely, the status quo will see the number of Australians living with dementia soar in coming years. Many more people will experience and seek help for mild cognitive impairment. There are many different forms of dementia, a syndrome caused by brain disease and characterised by declining cognitive function that impairs daily activities.
Dementia can affect memory, language, attention, judgement, planning, behaviour, mood and personality. Mild cognitive impairment does not significantly impair daily activities, but often represents an earlier stage of cognitive decline. There is no cure for the common forms of cognitive decline and dementia, including the most common, Alzheimer’s disease. A cure may only be achieved by prevention, because the diseases that cause dementia begin many years before symptoms become apparent and gradually damage the brain until it can no longer function normally. Intervening early to stop or slow disease progression, before cognitive impairment emerges, offers the best hope of preventing dementia.
Is this achievable? It requires breakthroughs in early detection and intervention. New diagnostic technologies have been developed that can detect the presence of abnormal protein accumulations in the brain that characterise Alzheimer’s disease. The disease can now be detected by brain scans or cerebrospinal fluid tests in the preclinical stage, before any cognitive changes occur"
803,Weathering uncertainty traditional knowledge for climate change assessment and adaptation,"This UNESCO report looks into the damaging effects of climate change on Indigenous cultures.When considering climate change, indigenous peoples and marginalized populations warrant particular attention. Impacts on their territories and communities are anticipated to be both early and severe due to their location in vulnerable environments, including small islands, high-altitude zones, desert margins and the circumpolar Arctic.
Indeed, climate change poses a direct threat to many indigenous societies due to their continuing reliance upon resource-based livelihoods. Heightened exposure to negative impacts, however, is not the only reason for specific attention and concern.
As many indigenous societies are socially and culturally distinct from mainstream society, decisions, policies and actions undertaken by the majority, even if well-intended, may prove inadequate, ill-adapted, and even inappropriate. There is therefore a need to understand the specific vulnerabilities, concerns, adaptation capacities and longer-term aspirations of indigenous peoples and marginalized communities throughout the world. Indigenous and traditional knowledge contribute to this broader understanding"
804,The role of simulations in the authentic learning for national security policy development: implications for practice,"This report is provides examples of practice that illustrate the use of    authentic learning and simulations in post-graduate and   on-campus learning  environments, especially when applied national   security policy education.
It examines the following areas:

The  place of authentic learning in postgraduate education.
The  methods used to simulate policy development, and related  activities like  strategy planning, in educational environments relevant  to national security  policy-making.
Policy  simulation methods that could enhance learning at the  College and similar  institutions, including teaching skills, technology  and resource implications.
The  roles of technology in enhancing learning in policy development simulations.
Ways  to assess learning effectiveness through simulation"
805,The link between fiscal deficit and inflation: do public sector wages matter?,"This paper investigates the validity of the hypothesis that suggests there is a link between fiscal deficits and inflation in developing countries and further explores this link in the absence of public sector wage expenditure. Sri Lanka, a developing country with a persistent fiscal deficit, a large public sector and increasing inflation, has been chosen for the empirical study. An auto-regressive distributed lag (ARDL) model is employed in the analysis, using annual data from 1959 to 2008.
The results suggest that, in the long run, a one percentage point increase in the ratio of the fiscal deficit to narrow money is associated with about an 11 percentage point increase in inflation. This link becomes weaker in the absence of the public sector wage expenditure. The overall inference is that inflation is not only a monetary phenomenon in Sri Lanka and public sector wage expenditure is a key factor in explaining the deficit-inflation relationship"
806,"Public risk perceptions, understandings and responses to climate change in Australia and Great Britain","This final report presents and discusses national survey findings from a collaborative and cross-national research project undertaken by Griffith University (Australia) and Cardiff University (UK) examining public risk perceptions, understandings and responses to the threat and unfolding impacts of climate change in Australia and Great Britain. The Australian national survey was undertaken between 6 June and 6 July, 2010 and involved a representative and geographically and demographically stratified national sample of 3096 respondents. The British survey was undertaken between 6 January and 26 March, 2010 and involved a representative quota sample of 1822 respondents residing in England, Scotland and Wales. These articulated surveys were distinctive in their cross-national comparative collaboration, in their psychological and social science nature, focus, and design, in their indepth nature, and in their focus on underlying public understandings and psychological responses to climate change"
807,"Families, life events and family service delivery","Life events or transitions are understood to be circumstances that have an unsettling element for individuals (and from a systemic perspective, for family members also). Life events or transitions, even when pursued and ultimately beneficial, usually require adjustment on one or more fronts and relinquishment of at least some areas of familiarity. Examples of life events include: births, establishing a new relationship, moving house, entering the education system, starting a new job, experiencing a physical or mental illness, deaths, and so on. The Australian Institute of Family Studies (the Institute; AIFS) has completed this literature review on life events at the request of the Portfolio Department of Human Services (the Department; DHS)"
808,Children and their families,"The Specialist Practice Resources are a valuable tool for practitioners,  but do not replace the Child Protection Practice Manual, which is a  step-by-step operational tool to help with day-to-day procedures. They  have been designed as a useful guide to help practitioners deal with the  particularly sensitive issues and situations when working with  vulnerable children and families.
This resource is published by the Victorian Government Department of Human Services in collaboration with the Australian Institute of Family Studies.
Authors: Elly Robinson, Robyn Miller, Rhys Price-Robertson and Andrea Carringto"
809,Families with multiple and complex needs,"People with complex needs may have to negotiate several issues in their life, such as physical  or mental illness, substance abuse and disability. They may be living in deprived circumstances  and lack access to suitable housing, employment or meaningful daily activities.
Each individual with multiple and complex needs has unique concerns tied closely to the  interaction between his/her social, economic and health care needs, and so requires an  individualised response.  Within child protection and family intervention work, the phrase ‘multiple and complex needs’  can be used to refer to families presenting with circumstances and behaviours that are having  negative consequences for family members, particularly children"
810,The influence of motivation in recruitment and retention of rural and remote allied health professionals: a literature review,"This study took a new approach by reviewing the literature describing the motivation of AHPs to work in remote and rural areas and then analyzing the findings from the perspective of motivation theory using Herzberg’s extrinsic and intrinsic classification.
Recruitment and retention of allied health professionals (AHPs) to remote and rural Australia is challenging and  correlates with poorer health status of remote and rural residents. While much has been written about the recruitment and retention  problem, this study took a new approach by reviewing the literature describing the motivation of AHPs to work in remote and rural  areas and then analyzing the findings from the perspective of motivation theory using Herzberg’s extrinsic and intrinsic classification.  Intrinsic motivation incentives are known to contribute to job satisfaction and come from within the individual, for example the  pleasure derived from autonomy or challenge at work. In contrast, extrinsic motivation incentives are  provided by the job and  include such factors as salary and professional development provisions. Extrinsic incentives are important because they prevent job  dissatisfaction. Job satisfaction has been shown to be linked with increased retention"
